,VFID,strain,VF_Name,cate,pro_Name
VFG038464(gb|WP_011707389),VF0475,Aeromonas hydrophila ML09-119,Tap type IV pili,Adherence,tapT
VFG038468(gb|WP_016351972),VF0475,Aeromonas hydrophila ML09-119,Tap type IV pili,Adherence,tapU
VFG038472(gb|WP_011706550),VF0475,Aeromonas hydrophila ML09-119,Tap type IV pili,Adherence,tapW
VFG038476(gb|WP_016349433),VF0475,Aeromonas hydrophila ML09-119,Tap type IV pili,Adherence,tppA
VFG038480(gb|WP_016349429),VF0475,Aeromonas hydrophila ML09-119,Tap type IV pili,Adherence,tppB
VFG038488(gb|WP_016349432),VF0475,Aeromonas hydrophila ML09-119,Tap type IV pili,Adherence,tapY1
VFG038493(gb|WP_016349428),VF0475,Aeromonas hydrophila ML09-119,Tap type IV pili,Adherence,tppE
VFG038497(gb|WP_016351992),VF0475,Aeromonas hydrophila ML09-119,Tap type IV pili,Adherence,tppF
VFG038501(gb|WP_043119142),VF0475,Aeromonas hydrophila ML09-119,Tap type IV pili,Adherence,tapV
VFG038505(gb|WP_011705643),VF0475,Aeromonas hydrophila ML09-119,Tap type IV pili,Adherence,tapF
VFG038509(gb|WP_016350158),VF0476,Aeromonas hydrophila ML09-119,Flp type IV pili,Adherence,flpL
VFG038513(gb|WP_016350157),VF0476,Aeromonas hydrophila ML09-119,Flp type IV pili,Adherence,flpK
VFG038517(gb|WP_016350156),VF0476,Aeromonas hydrophila ML09-119,Flp type IV pili,Adherence,flpJ
VFG038521(gb|WP_016350155),VF0476,Aeromonas hydrophila ML09-119,Flp type IV pili,Adherence,flpI
VFG038525(gb|WP_043118801),VF0476,Aeromonas hydrophila ML09-119,Flp type IV pili,Adherence,flpH
VFG038529(gb|WP_016350153),VF0476,Aeromonas hydrophila ML09-119,Flp type IV pili,Adherence,flpG
VFG038533(gb|WP_016350152),VF0476,Aeromonas hydrophila ML09-119,Flp type IV pili,Adherence,flpF
VFG038537(gb|WP_016350151),VF0476,Aeromonas hydrophila ML09-119,Flp type IV pili,Adherence,flpE
VFG038541(gb|WP_016350150),VF0476,Aeromonas hydrophila ML09-119,Flp type IV pili,Adherence,flpD
VFG038545(gb|WP_043118798),VF0476,Aeromonas hydrophila ML09-119,Flp type IV pili,Adherence,flpC
VFG038549(gb|WP_016350148),VF0476,Aeromonas hydrophila ML09-119,Flp type IV pili,Adherence,flpB
VFG038553(gb|WP_016350147),VF0476,Aeromonas hydrophila ML09-119,Flp type IV pili,Adherence,flpA
VFG038557(gb|WP_011705350),VF0476,Aeromonas hydrophila ML09-119,Flp type IV pili,Adherence,flp1
VFG038561(gb|WP_016349168),VF0477,Aeromonas hydrophila ML09-119,MSHA type IV pili,Adherence,mshQ
VFG038564(gb|WP_016349167),VF0477,Aeromonas hydrophila ML09-119,MSHA type IV pili,Adherence,mshP
VFG038568(gb|WP_016349166),VF0477,Aeromonas hydrophila ML09-119,MSHA type IV pili,Adherence,mshO
VFG038572(gb|WP_016349165),VF0477,Aeromonas hydrophila ML09-119,MSHA type IV pili,Adherence,mshD
VFG038576(gb|WP_016349164),VF0477,Aeromonas hydrophila ML09-119,MSHA type IV pili,Adherence,mshC
VFG038578(gb|WP_016349163),VF0477,Aeromonas hydrophila ML09-119,MSHA type IV pili,Adherence,mshA
VFG038581(gb|WP_043118279),VF0477,Aeromonas hydrophila ML09-119,MSHA type IV pili,Adherence,mshB
VFG038584(gb|WP_016349161),VF0477,Aeromonas hydrophila ML09-119,MSHA type IV pili,Adherence,mshF
VFG038587(gb|WP_016349160),VF0477,Aeromonas hydrophila ML09-119,MSHA type IV pili,Adherence,mshG
VFG038590(gb|WP_043118275),VF0477,Aeromonas hydrophila ML09-119,MSHA type IV pili,Adherence,mshE
VFG038593(gb|WP_016349158),VF0477,Aeromonas hydrophila ML09-119,MSHA type IV pili,Adherence,mshN
VFG038596(gb|WP_016349157),VF0477,Aeromonas hydrophila ML09-119,MSHA type IV pili,Adherence,mshM
VFG038600(gb|WP_016349156),VF0477,Aeromonas hydrophila ML09-119,MSHA type IV pili,Adherence,mshL
VFG038603(gb|WP_016349155),VF0477,Aeromonas hydrophila ML09-119,MSHA type IV pili,Adherence,mshK
VFG038607(gb|WP_016349154),VF0477,Aeromonas hydrophila ML09-119,MSHA type IV pili,Adherence,mshJ
VFG038611(gb|WP_016349153),VF0477,Aeromonas hydrophila ML09-119,MSHA type IV pili,Adherence,mshI1
VFG038615(gb|WP_016349152),VF0477,Aeromonas hydrophila ML09-119,MSHA type IV pili,Adherence,mshI
VFG038619(gb|WP_016349413),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,motX
VFG038623(gb|WP_011705271),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,fliE
VFG038627(gb|WP_016350050),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,fliF
VFG038631(gb|WP_011705273),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,fliG
VFG038635(gb|WP_016350051),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,fliH
VFG038639(gb|WP_011705275),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,fliI
VFG038643(gb|WP_011705276),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,fliJ
VFG038647(gb|WP_016350053),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,fliK
VFG038651(gb|WP_011705278),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,fliL
VFG038655(gb|WP_011705279),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,fliM
VFG038659(gb|WP_011705280),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,fliN
VFG038663(gb|WP_005298795),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,fliO
VFG038667(gb|WP_016350054),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,fliP
VFG038671(gb|WP_011705282),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,fliQ
VFG038675(gb|WP_011705283),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,fliR
VFG038679(gb|WP_016350055),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,flhB
VFG038683(gb|WP_016350056),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,flhA
VFG038687(gb|WP_016350057),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,flhF
VFG038691(gb|WP_010634619),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,flhG
VFG038695(gb|WP_017409955),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,fliA
VFG038699(gb|WP_010634617),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,cheY
VFG038703(gb|WP_011705289),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,cheZ
VFG038707(gb|WP_016350059),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,cheA-2
VFG038711(gb|WP_016350060),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,cheB-2
VFG038715(gb|WP_024943899),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,motA
VFG038719(gb|WP_016350061),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,pomB
VFG038723(gb|WP_011705294),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,AHML_RS07540
VFG038727(gb|WP_011705295),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,cheW
VFG038731(gb|WP_016350347),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,flaA
VFG038735,VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,VF0473
VFG038740(gb|WP_043118910),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,flaG
VFG038743(gb|WP_016350352),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,flaH
VFG038747(gb|WP_016350353),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,flaJ
VFG038753(gb|WP_024944879),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,motY
VFG038756(gb|WP_011706626),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,flrC
VFG038760(gb|WP_016351312),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,flrB
VFG038764(gb|WP_017409846),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,flrA
VFG038768(gb|WP_016351318),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,flgL
VFG038772(gb|WP_016351319),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,flgK
VFG038776(gb|WP_016351320),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,flgJ
VFG038780(gb|WP_011706637),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,flgI
VFG038784(gb|WP_011706638),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,flgH
VFG038788(gb|WP_011706639),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,flgG
VFG038792(gb|WP_011706640),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,flgF
VFG038796(gb|WP_016351321),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,flgE
VFG038800(gb|WP_016351322),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,flgD
VFG038804(gb|WP_011706643),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,flgC
VFG038808(gb|WP_011706644),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,flgB
VFG038812(gb|WP_011706645),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,cheR-3
VFG038816(gb|WP_011706646),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,cheV
VFG038820(gb|WP_161785096),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,flgA
VFG038824(gb|WP_011706648),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,flgM
VFG038828(gb|WP_011706649),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,flgN
VFG038832(gb|WP_016351724),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,pomB2
VFG038836(gb|WP_011707085),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,pomA2
VFG038840(gb|WP_005300916),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,flmH
VFG038845(gb|WP_016351249),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,nueA
VFG038848(gb|WP_016350360),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,flmD
VFG038851(gb|WP_016350359),VF0473,Aeromonas hydrophila ML09-119,Polar flagella,Motility,nueB
VFG038855(gb|WP_005314317),VF0474,Aeromonas salmonicida subsp. salmonicida A449,Lateral flagella,Motility,lfiM
VFG038856(gb|WP_005314315),VF0474,Aeromonas salmonicida subsp. salmonicida A449,Lateral flagella,Motility,lfiN
VFG038857(gb|WP_005314307),VF0474,Aeromonas salmonicida subsp. salmonicida A449,Lateral flagella,Motility,fliP
VFG038858(gb|WP_005314303),VF0474,Aeromonas salmonicida subsp. salmonicida A449,Lateral flagella,Motility,lfiQ
VFG038859(gb|WP_005314301),VF0474,Aeromonas salmonicida subsp. salmonicida A449,Lateral flagella,Motility,lfiR
VFG038860(gb|WP_005314298),VF0474,Aeromonas salmonicida subsp. salmonicida A449,Lateral flagella,Motility,lfhB
VFG038861(gb|WP_005314296),VF0474,Aeromonas salmonicida subsp. salmonicida A449,Lateral flagella,Motility,lfhA
VFG038862(gb|WP_011898282),VF0474,Aeromonas salmonicida subsp. salmonicida A449,Lateral flagella,Motility,lafK
VFG038863(gb|WP_005314292),VF0474,Aeromonas salmonicida subsp. salmonicida A449,Lateral flagella,Motility,lfiE
VFG038864(gb|WP_073531776),VF0474,Aeromonas salmonicida subsp. salmonicida A449,Lateral flagella,Motility,fliF
VFG038865(gb|WP_005314289),VF0474,Aeromonas salmonicida subsp. salmonicida A449,Lateral flagella,Motility,fliG
VFG038866(gb|WP_005314286),VF0474,Aeromonas salmonicida subsp. salmonicida A449,Lateral flagella,Motility,lfiH
VFG038867(gb|WP_005314284),VF0474,Aeromonas salmonicida subsp. salmonicida A449,Lateral flagella,Motility,lfiI
VFG038868(gb|WP_005314282),VF0474,Aeromonas salmonicida subsp. salmonicida A449,Lateral flagella,Motility,lfiJ
VFG038869(gb|WP_005314279),VF0474,Aeromonas salmonicida subsp. salmonicida A449,Lateral flagella,Motility,lfgN
VFG038870(gb|WP_005314277),VF0474,Aeromonas salmonicida subsp. salmonicida A449,Lateral flagella,Motility,lfgM
VFG038871(gb|WP_005314274),VF0474,Aeromonas salmonicida subsp. salmonicida A449,Lateral flagella,Motility,lfgA
VFG038872(gb|WP_005314272),VF0474,Aeromonas salmonicida subsp. salmonicida A449,Lateral flagella,Motility,lfgB
VFG038873(gb|WP_005314270),VF0474,Aeromonas salmonicida subsp. salmonicida A449,Lateral flagella,Motility,flgC
VFG038874(gb|WP_005314263),VF0474,Aeromonas salmonicida subsp. salmonicida A449,Lateral flagella,Motility,flgE
VFG038875(gb|WP_005314261),VF0474,Aeromonas salmonicida subsp. salmonicida A449,Lateral flagella,Motility,lfgF
VFG038876(gb|WP_005314259),VF0474,Aeromonas salmonicida subsp. salmonicida A449,Lateral flagella,Motility,lfgG
VFG038877(gb|WP_005314257),VF0474,Aeromonas salmonicida subsp. salmonicida A449,Lateral flagella,Motility,lfgH
VFG038878(gb|WP_005314254),VF0474,Aeromonas salmonicida subsp. salmonicida A449,Lateral flagella,Motility,flgI
VFG038879(gb|WP_005314251),VF0474,Aeromonas salmonicida subsp. salmonicida A449,Lateral flagella,Motility,flgJ
VFG038880(gb|WP_005314250),VF0474,Aeromonas salmonicida subsp. salmonicida A449,Lateral flagella,Motility,lfgK
VFG038881(gb|WP_005314249),VF0474,Aeromonas salmonicida subsp. salmonicida A449,Lateral flagella,Motility,lfgL
VFG038882(gb|WP_005314247),VF0474,Aeromonas salmonicida subsp. salmonicida A449,Lateral flagella,Motility,maf-5
VFG038883(gb|WP_005314227),VF0474,Aeromonas salmonicida subsp. salmonicida A449,Lateral flagella,Motility,lafB
VFG038884(gb|WP_005314225),VF0474,Aeromonas salmonicida subsp. salmonicida A449,Lateral flagella,Motility,lafC
VFG038885(gb|WP_005314224),VF0474,Aeromonas salmonicida subsp. salmonicida A449,Lateral flagella,Motility,lafX
VFG038886(gb|WP_005314222),VF0474,Aeromonas salmonicida subsp. salmonicida A449,Lateral flagella,Motility,lafE
VFG038887(gb|WP_005314220),VF0474,Aeromonas salmonicida subsp. salmonicida A449,Lateral flagella,Motility,lafF
VFG038888(gb|WP_011898286),VF0474,Aeromonas salmonicida subsp. salmonicida A449,Lateral flagella,Motility,lafS
VFG038889(gb|WP_005314215),VF0474,Aeromonas salmonicida subsp. salmonicida A449,Lateral flagella,Motility,lafT
VFG038890(gb|WP_005314213),VF0474,Aeromonas salmonicida subsp. salmonicida A449,Lateral flagella,Motility,lafU
VFG038892(gb|WP_043118302),VF0481,Aeromonas hydrophila ML09-119,Aerolysin,Exotoxin,aerA/act
VFG038913,VF0482,Aeromonas hydrophila ML09-119,RtxA,Exotoxin,MARTX
VFG038922(gb|WP_011450238),VF0487,Anaplasma phagocytophilum HZ,Rvh T4SS,Effector delivery system,virB9-2
VFG038929(gb|WP_011450501),VF0487,Anaplasma phagocytophilum HZ,Rvh T4SS,Effector delivery system,virB3
VFG038936(gb|WP_011450502),VF0487,Anaplasma phagocytophilum HZ,Rvh T4SS,Effector delivery system,virB4-1
VFG038943(gb|WP_011450503),VF0487,Anaplasma phagocytophilum HZ,Rvh T4SS,Effector delivery system,virB6-1
VFG038950(gb|WP_052689204),VF0487,Anaplasma phagocytophilum HZ,Rvh T4SS,Effector delivery system,virB6-2
VFG038957(gb|WP_011450505),VF0487,Anaplasma phagocytophilum HZ,Rvh T4SS,Effector delivery system,virB6-3
VFG038964(gb|WP_011450506),VF0487,Anaplasma phagocytophilum HZ,Rvh T4SS,Effector delivery system,virB6-4
VFG038968,VF0487,Anaplasma phagocytophilum HZ,Rvh T4SS,Effector delivery system,VF0487
VFG038972(gb|WP_020848864),VF0487,Anaplasma phagocytophilum HZ,Rvh T4SS,Effector delivery system,virB8-2
VFG038979(gb|WP_020849092),VF0487,Anaplasma phagocytophilum HZ,Rvh T4SS,Effector delivery system,virB4-2
VFG038986(gb|WP_011451179),VF0487,Anaplasma phagocytophilum HZ,Rvh T4SS,Effector delivery system,virB2-8
VFG038993(gb|WP_011451180),VF0487,Anaplasma phagocytophilum HZ,Rvh T4SS,Effector delivery system,virB2-7
VFG038997(gb|WP_011451181),VF0487,Anaplasma phagocytophilum HZ,Rvh T4SS,Effector delivery system,virB2-6
VFG039001(gb|WP_011451182),VF0487,Anaplasma phagocytophilum HZ,Rvh T4SS,Effector delivery system,virB2-5
VFG039005(gb|WP_011451183),VF0487,Anaplasma phagocytophilum HZ,Rvh T4SS,Effector delivery system,virB2-4
VFG039009(gb|WP_044104324),VF0487,Anaplasma phagocytophilum HZ,Rvh T4SS,Effector delivery system,virB2-3
VFG039014(gb|WP_011451193),VF0487,Anaplasma phagocytophilum HZ,Rvh T4SS,Effector delivery system,virB2-2
VFG039018(gb|WP_011451194),VF0487,Anaplasma phagocytophilum HZ,Rvh T4SS,Effector delivery system,virB2-1
VFG039025(gb|WP_011451400),VF0487,Anaplasma phagocytophilum HZ,Rvh T4SS,Effector delivery system,virD4
VFG039032(gb|WP_011451401),VF0487,Anaplasma phagocytophilum HZ,Rvh T4SS,Effector delivery system,virB11
VFG039039(gb|WP_011451402),VF0487,Anaplasma phagocytophilum HZ,Rvh T4SS,Effector delivery system,virB10
VFG039046(gb|WP_021799173),VF0487,Anaplasma phagocytophilum HZ,Rvh T4SS,Effector delivery system,virB9-1
VFG039053(gb|WP_080502932),VF0487,Anaplasma phagocytophilum HZ,Rvh T4SS,Effector delivery system,virB8-1
VFG039059(gb|WP_155238385),VF0487,Anaplasma phagocytophilum HZ,Rvh T4SS,Effector delivery system,virB7
VFG039063(gb|WP_011450840),VF0654,Anaplasma phagocytophilum HZ,Rvh T4SS secreted effectors,Effector delivery system,ankA
VFG039070(gb|WP_020848986),VF0654,Anaplasma phagocytophilum HZ,Rvh T4SS secreted effectors,Effector delivery system,ats-1
VFG039077(gb|WP_011450469),VF0499,Anaplasma phagocytophilum HZ,OmpA,Invasion,ompA
VFG039084(gb|WP_011450388),VF0500,Anaplasma phagocytophilum HZ,Asp14,Invasion,asp14
VFG039088(gb|WP_011451002),VF0501,Anaplasma phagocytophilum HZ,AipA,Invasion,aipA
VFG045351,VF0520,Anaplasma phagocytophilum HZ,P44/Msp2 family,Immune modulation,VF0520
VFG045352,VF0520,Anaplasma phagocytophilum HZ,P44/Msp2 family,Immune modulation,VF0520
VFG045354,VF0520,Anaplasma phagocytophilum HZ,P44/Msp2 family,Immune modulation,VF0520
VFG045355(gb|WP_155237521),VF0520,Anaplasma phagocytophilum HZ,P44/Msp2 family,Immune modulation,APH_RS00765
VFG045356,VF0520,Anaplasma phagocytophilum HZ,P44/Msp2 family,Immune modulation,VF0520
VFG045357(gb|WP_080502891),VF0520,Anaplasma phagocytophilum HZ,P44/Msp2 family,Immune modulation,APH_RS00770
VFG045358,VF0520,Anaplasma phagocytophilum HZ,P44/Msp2 family,Immune modulation,VF0520
VFG045360(gb|WP_044104250),VF0520,Anaplasma phagocytophilum HZ,P44/Msp2 family,Immune modulation,APH_RS02770
VFG045361(gb|WP_011450766),VF0520,Anaplasma phagocytophilum HZ,P44/Msp2 family,Immune modulation,APH_RS02775
VFG045362(gb|WP_101631099),VF0520,Anaplasma phagocytophilum HZ,P44/Msp2 family,Immune modulation,APH_RS02780
VFG045363,VF0520,Anaplasma phagocytophilum HZ,P44/Msp2 family,Immune modulation,VF0520
VFG045364,VF0520,Anaplasma phagocytophilum HZ,P44/Msp2 family,Immune modulation,VF0520
VFG045365(gb|WP_011451169),VF0520,Anaplasma phagocytophilum HZ,P44/Msp2 family,Immune modulation,APH_RS04435
VFG045366,VF0520,Anaplasma phagocytophilum HZ,P44/Msp2 family,Immune modulation,VF0520
VFG045367,VF0520,Anaplasma phagocytophilum HZ,P44/Msp2 family,Immune modulation,VF0520
VFG045368(gb|WP_044108165),VF0520,Anaplasma phagocytophilum HZ,P44/Msp2 family,Immune modulation,APH_RS04625
VFG045369(gb|WP_011451214),VF0520,Anaplasma phagocytophilum HZ,P44/Msp2 family,Immune modulation,APH_RS04690
VFG045370(gb|WP_080502912),VF0520,Anaplasma phagocytophilum HZ,P44/Msp2 family,Immune modulation,APH_RS04695
VFG045372(gb|WP_011451222),VF0520,Anaplasma phagocytophilum HZ,P44/Msp2 family,Immune modulation,APH_RS04720
VFG045373(gb|WP_044108207),VF0520,Anaplasma phagocytophilum HZ,P44/Msp2 family,Immune modulation,APH_RS04800
VFG045374(gb|WP_011451253),VF0520,Anaplasma phagocytophilum HZ,P44/Msp2 family,Immune modulation,APH_RS04890
VFG045375(gb|WP_044108210),VF0520,Anaplasma phagocytophilum HZ,P44/Msp2 family,Immune modulation,APH_RS04925
VFG045376(gb|WP_011451266),VF0520,Anaplasma phagocytophilum HZ,P44/Msp2 family,Immune modulation,APH_RS04960
VFG045377(gb|WP_155237524),VF0520,Anaplasma phagocytophilum HZ,P44/Msp2 family,Immune modulation,APH_RS05000
VFG045378(gb|WP_011451280),VF0520,Anaplasma phagocytophilum HZ,P44/Msp2 family,Immune modulation,APH_RS05055
VFG045379(gb|WP_044108213),VF0520,Anaplasma phagocytophilum HZ,P44/Msp2 family,Immune modulation,APH_RS05075
VFG045380,VF0520,Anaplasma phagocytophilum HZ,P44/Msp2 family,Immune modulation,VF0520
VFG045381(gb|WP_080502923),VF0520,Anaplasma phagocytophilum HZ,P44/Msp2 family,Immune modulation,APH_RS05145*
VFG045382,VF0520,Anaplasma phagocytophilum HZ,P44/Msp2 family,Immune modulation,VF0520
VFG045383(gb|WP_044108215),VF0520,Anaplasma phagocytophilum HZ,P44/Msp2 family,Immune modulation,APH_RS05155
VFG045384(gb|WP_011451309),VF0520,Anaplasma phagocytophilum HZ,P44/Msp2 family,Immune modulation,APH_RS05210
VFG045385(gb|WP_155237525),VF0520,Anaplasma phagocytophilum HZ,P44/Msp2 family,Immune modulation,APH_RS05320
VFG045386(gb|WP_011451361),VF0520,Anaplasma phagocytophilum HZ,P44/Msp2 family,Immune modulation,APH_RS05515
VFG045387(gb|WP_011451394),VF0520,Anaplasma phagocytophilum HZ,P44/Msp2 family,Immune modulation,APH_RS05670
VFG045388(gb|WP_155237504),VF0520,Anaplasma phagocytophilum HZ,P44/Msp2 family,Immune modulation,APH_RS00135*
VFG045389,VF0520,Anaplasma phagocytophilum HZ,P44/Msp2 family,Immune modulation,VF0520
VFG045390(gb|WP_020848750),VF0520,Anaplasma phagocytophilum HZ,P44/Msp2 family,Immune modulation,APH_RS00360*
VFG045391(gb|WP_020848765),VF0520,Anaplasma phagocytophilum HZ,P44/Msp2 family,Immune modulation,APH_RS00540*
